,Year,City,Sport,Discipline,NOC,Event,Event gender,Medal
5230,1968,Grenoble,Skating,Figure skating,FRG,pairs,X,Bronze
5231,1968,Grenoble,Skating,Speed skating,FRG,500m,M,Gold
5232,1968,Grenoble,Skiing,Nordic Combined,FRG,individual,M,Gold
5233,1968,Grenoble,Luge,Luge,GDR,doubles,X,Gold
5234,1968,Grenoble,Luge,Luge,GDR,singles,M,Bronze
5235,1968,Grenoble,Luge,Luge,GDR,singles,M,Silver
5236,1968,Grenoble,Skating,Figure skating,GDR,individual,W,Silver
5237,1968,Grenoble,Skiing,Nordic Combined,GDR,individual,M,Bronze
5238,1968,Grenoble,Bobsleigh,Bobsleigh,ITA,four-man,M,Gold
5239,1968,Grenoble,Bobsleigh,Bobsleigh,ITA,two-man,M,Gold
5240,1968,Grenoble,Luge,Luge,ITA,singles,W,Gold
5241,1968,Grenoble,Skiing,Cross Country S,ITA,30km mass start,M,Gold
5242,1968,Grenoble,Skating,Speed skating,NED,1000m,W,Gold
5243,1968,Grenoble,Skating,Speed skating,NED,1500m,M,Gold
5244,1968,Grenoble,Skating,Speed skating,NED,1500m,M,Silver
5245,1968,Grenoble,Skating,Speed skating,NED,1500m,W,Bronze
5246,1968,Grenoble,Skating,Speed skating,NED,1500m,W,Silver
5247,1968,Grenoble,Skating,Speed skating,NED,3000m,W,Bronze
5248,1968,Grenoble,Skating,Speed skating,NED,3000m,W,Gold
5249,1968,Grenoble,Skating,Speed skating,NED,5000m,M,Bronze
5250,1968,Grenoble,Skating,Speed skating,NED,5000m,M,Silver
5251,1968,Grenoble,Biathlon,Biathlon,NOR,20km,M,Gold
5252,1968,Grenoble,Biathlon,Biathlon,NOR,4x7.5km relay,M,Silver
5253,1968,Grenoble,Skating,Speed skating,NOR,10000m,M,Silver
5254,1968,Grenoble,Skating,Speed skating,NOR,1500m,M,Silver
5255,1968,Grenoble,Skating,Speed skating,NOR,5000m,M,Gold
5256,1968,Grenoble,Skating,Speed skating,NOR,500m,M,Silver
5257,1968,Grenoble,Skiing,Cross Country S,NOR,10km,W,Bronze
5258,1968,Grenoble,Skiing,Cross Country S,NOR,10km,W,Silver
5259,1968,Grenoble,Skiing,Cross Country S,NOR,15km,M,Gold
5260,1968,Grenoble,Skiing,Cross Country S,NOR,30km mass start,M,Silver
5261,1968,Grenoble,Skiing,Cross Country S,NOR,3x5km relay,W,Gold
5262,1968,Grenoble,Skiing,Cross Country S,NOR,4x10km relay,M,Gold
5263,1968,Grenoble,Skiing,Cross Country S,NOR,50km,M,Gold
5264,1968,Grenoble,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze
5265,1968,Grenoble,Bobsleigh,Bobsleigh,ROU,two-man,M,Bronze
5266,1968,Grenoble,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze
5267,1968,Grenoble,Skiing,Alpine Skiing,SUI,downhill,M,Bronze
5268,1968,Grenoble,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
5269,1968,Grenoble,Skiing,Alpine Skiing,SUI,giant slalom,W,Bronze
5270,1968,Grenoble,Skiing,Cross Country S,SUI,50km,M,Bronze
5271,1968,Grenoble,Skiing,Nordic Combined,SUI,individual,M,Silver
5272,1968,Grenoble,Biathlon,Biathlon,SWE,4x7.5km relay,M,Bronze
5273,1968,Grenoble,Skating,Speed skating,SWE,10000m,M,Bronze
5274,1968,Grenoble,Skating,Speed skating,SWE,10000m,M,Gold
5275,1968,Grenoble,Skiing,Cross Country S,SWE,10km,W,Gold
5276,1968,Grenoble,Skiing,Cross Country S,SWE,15km,M,Bronze
5277,1968,Grenoble,Skiing,Cross Country S,SWE,3x5km relay,W,Silver
5278,1968,Grenoble,Skiing,Cross Country S,SWE,4x10km relay,M,Silver
5279,1968,Grenoble,Skiing,Cross Country S,SWE,5km,W,Gold
5280,1968,Grenoble,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver
5281,1968,Grenoble,Skating,Figure skating,TCH,individual,W,Bronze
5282,1968,Grenoble,Skiing,Ski Jumping,TCH,K120 individual (90m),M,Silver
5283,1968,Grenoble,Skiing,Ski Jumping,TCH,K90 individual (70m),M,Gold
5284,1968,Grenoble,Biathlon,Biathlon,URS,20km,M,Bronze
5285,1968,Grenoble,Biathlon,Biathlon,URS,20km,M,Silver
5286,1968,Grenoble,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
5287,1968,Grenoble,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
5288,1968,Grenoble,Skating,Figure skating,URS,pairs,X,Gold
5289,1968,Grenoble,Skating,Figure skating,URS,pairs,X,Silver
5290,1968,Grenoble,Skating,Speed skating,URS,1000m,W,Silver
5291,1968,Grenoble,Skating,Speed skating,URS,500m,W,Gold
5292,1968,Grenoble,Skiing,Cross Country S,URS,3x5km relay,W,Bronze
5293,1968,Grenoble,Skiing,Cross Country S,URS,50km,M,Silver
5294,1968,Grenoble,Skiing,Cross Country S,URS,5km,W,Bronze
5295,1968,Grenoble,Skiing,Cross Country S,URS,5km,W,Silver
5296,1968,Grenoble,Skiing,Ski Jumping,URS,K120 individual (90m),M,Gold
5297,1968,Grenoble,Skating,Figure skating,USA,individual,M,Silver
5298,1968,Grenoble,Skating,Figure skating,USA,individual,W,Gold
5299,1968,Grenoble,Skating,Speed skating,USA,1000m,W,Bronze
5300,1968,Grenoble,Skating,Speed skating,USA,500m,M,Silver
5301,1968,Grenoble,Skating,Speed skating,USA,500m,W,Silver
5302,1968,Grenoble,Skating,Speed skating,USA,500m,W,Silver
5303,1968,Grenoble,Skating,Speed skating,USA,500m,W,Silver
5304,1972,Sapporo,Skating,Figure skating,AUT,individual,W,Gold
5305,1972,Sapporo,Skiing,Alpine Skiing,AUT,downhill,M,Bronze
5306,1972,Sapporo,Skiing,Alpine Skiing,AUT,downhill,W,Silver
5307,1972,Sapporo,Skiing,Alpine Skiing,AUT,giant slalom,W,Bronze
5308,1972,Sapporo,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver
5309,1972,Sapporo,Skating,Figure skating,CAN,individual,W,Silver
5310,1972,Sapporo,Skiing,Alpine Skiing,ESP,slalom,M,Gold
5311,1972,Sapporo,Biathlon,Biathlon,FIN,4x7.5km relay,M,Silver
5312,1972,Sapporo,Skiing,Cross Country S,FIN,10km,W,Bronze
5313,1972,Sapporo,Skiing,Cross Country S,FIN,3x5km relay,W,Silver
5314,1972,Sapporo,Skiing,Cross Country S,FIN,5km,W,Silver
5315,1972,Sapporo,Skiing,Nordic Combined,FIN,individual,M,Silver
5316,1972,Sapporo,Skating,Figure skating,FRA,individual,M,Bronze
5317,1972,Sapporo,Skiing,Alpine Skiing,FRA,slalom,W,Bronze
5318,1972,Sapporo,Skiing,Alpine Skiing,FRA,slalom,W,Silver
5319,1972,Sapporo,Bobsleigh,Bobsleigh,FRG,four-man,M,Bronze
5320,1972,Sapporo,Bobsleigh,Bobsleigh,FRG,two-man,M,Gold
5321,1972,Sapporo,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver
5322,1972,Sapporo,Skating,Speed skating,FRG,1000m,W,Gold
5323,1972,Sapporo,Skating,Speed skating,FRG,500m,M,Gold
5324,1972,Sapporo,Biathlon,Biathlon,GDR,20km,M,Silver
5325,1972,Sapporo,Biathlon,Biathlon,GDR,4x7.5km relay,M,Bronze
5326,1972,Sapporo,Luge,Luge,GDR,doubles,X,Bronze
5327,1972,Sapporo,Luge,Luge,GDR,doubles,X,Gold
5328,1972,Sapporo,Luge,Luge,GDR,singles,M,Bronze
5329,1972,Sapporo,Luge,Luge,GDR,singles,M,Gold
5330,1972,Sapporo,Luge,Luge,GDR,singles,M,Silver
5331,1972,Sapporo,Luge,Luge,GDR,singles,W,Bronze
5332,1972,Sapporo,Luge,Luge,GDR,singles,W,Gold
5333,1972,Sapporo,Luge,Luge,GDR,singles,W,Silver
5334,1972,Sapporo,Skating,Figure skating,GDR,pairs,X,Bronze
5335,1972,Sapporo,Skiing,Nordic Combined,GDR,individual,M,Bronze
5336,1972,Sapporo,Skiing,Nordic Combined,GDR,individual,M,Gold
5337,1972,Sapporo,Skiing,Ski Jumping,GDR,K120 individual (90m),M,Bronze
5338,1972,Sapporo,Bobsleigh,Bobsleigh,ITA,four-man,M,Silver
5339,1972,Sapporo,Luge,Luge,ITA,doubles,X,Gold
5340,1972,Sapporo,Skiing,Alpine Skiing,ITA,giant slalom,M,Gold
5341,1972,Sapporo,Skiing,Alpine Skiing,ITA,slalom,M,Bronze
5342,1972,Sapporo,Skiing,Alpine Skiing,ITA,slalom,M,Silver
5343,1972,Sapporo,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Bronze
5344,1972,Sapporo,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Gold
5345,1972,Sapporo,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Silver
5346,1972,Sapporo,Skating,Speed skating,NED,10000m,M,Gold
5347,1972,Sapporo,Skating,Speed skating,NED,10000m,M,Silver
5348,1972,Sapporo,Skating,Speed skating,NED,1000m,W,Silver
5349,1972,Sapporo,Skating,Speed skating,NED,1500m,M,Gold
5350,1972,Sapporo,Skating,Speed skating,NED,1500m,W,Bronze
5351,1972,Sapporo,Skating,Speed skating,NED,1500m,W,Silver
5352,1972,Sapporo,Skating,Speed skating,NED,3000m,W,Bronze
5353,1972,Sapporo,Skating,Speed skating,NED,3000m,W,Gold
5354,1972,Sapporo,Skating,Speed skating,NED,5000m,M,Gold
5355,1972,Sapporo,Biathlon,Biathlon,NOR,20km,M,Gold
5356,1972,Sapporo,Skating,Speed skating,NOR,10000m,M,Bronze
5357,1972,Sapporo,Skating,Speed skating,NOR,1500m,M,Silver
5358,1972,Sapporo,Skating,Speed skating,NOR,5000m,M,Bronze
5359,1972,Sapporo,Skating,Speed skating,NOR,5000m,M,Silver
5360,1972,Sapporo,Skiing,Cross Country S,NOR,15km,M,Bronze
5361,1972,Sapporo,Skiing,Cross Country S,NOR,30km mass start,M,Bronze
5362,1972,Sapporo,Skiing,Cross Country S,NOR,30km mass start,M,Silver
5363,1972,Sapporo,Skiing,Cross Country S,NOR,3x5km relay,W,Bronze
5364,1972,Sapporo,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
5365,1972,Sapporo,Skiing,Cross Country S,NOR,50km,M,Gold
5366,1972,Sapporo,Skiing,Cross Country S,NOR,50km,M,Silver
5367,1972,Sapporo,Skiing,Ski Jumping,POL,K120 individual (90m),M,Gold
5368,1972,Sapporo,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold
5369,1972,Sapporo,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze
5370,1972,Sapporo,Skiing,Alpine Skiing,SUI,downhill,M,Gold
5371,1972,Sapporo,Skiing,Alpine Skiing,SUI,downhill,M,Silver
5372,1972,Sapporo,Skiing,Alpine Skiing,SUI,downhill,W,Gold
5373,1972,Sapporo,Skiing,Alpine Skiing,SUI,giant slalom,M,Bronze
5374,1972,Sapporo,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
5375,1972,Sapporo,Skiing,Alpine Skiing,SUI,giant slalom,W,Gold
5376,1972,Sapporo,Skiing,Cross Country S,SUI,4x10km relay,M,Bronze
5377,1972,Sapporo,Skiing,Ski Jumping,SUI,K120 individual (90m),M,Silver
5378,1972,Sapporo,Biathlon,Biathlon,SWE,20km,M,Bronze
5379,1972,Sapporo,Skating,Speed skating,SWE,1500m,M,Bronze
5380,1972,Sapporo,Skating,Speed skating,SWE,500m,M,Silver
5381,1972,Sapporo,Skiing,Cross Country S,SWE,15km,M,Gold
5382,1972,Sapporo,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Bronze
5383,1972,Sapporo,Skating,Figure skating,TCH,individual,M,Gold
5384,1972,Sapporo,Skiing,Cross Country S,TCH,5km,W,Bronze
5385,1972,Sapporo,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
5386,1972,Sapporo,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
5387,1972,Sapporo,Skating,Figure skating,URS,individual,M,Silver
5388,1972,Sapporo,Skating,Figure skating,URS,pairs,X,Gold
5389,1972,Sapporo,Skating,Figure skating,URS,pairs,X,Silver
5390,1972,Sapporo,Skating,Speed skating,URS,500m,M,Bronze
5391,1972,Sapporo,Skating,Speed skating,URS,500m,W,Bronze
5392,1972,Sapporo,Skating,Speed skating,URS,500m,W,Silver
5393,1972,Sapporo,Skiing,Cross Country S,URS,10km,W,Gold
5394,1972,Sapporo,Skiing,Cross Country S,URS,10km,W,Silver
5395,1972,Sapporo,Skiing,Cross Country S,URS,15km,M,Silver
5396,1972,Sapporo,Skiing,Cross Country S,URS,30km mass start,M,Gold
5397,1972,Sapporo,Skiing,Cross Country S,URS,3x5km relay,W,Gold
5398,1972,Sapporo,Skiing,Cross Country S,URS,4x10km relay,M,Gold
5399,1972,Sapporo,Skiing,Cross Country S,URS,50km,M,Bronze
5400,1972,Sapporo,Skiing,Cross Country S,URS,5km,W,Gold
5401,1972,Sapporo,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver
5402,1972,Sapporo,Skating,Figure skating,USA,individual,W,Bronze
5403,1972,Sapporo,Skating,Speed skating,USA,1000m,W,Bronze
5404,1972,Sapporo,Skating,Speed skating,USA,1500m,W,Gold
5405,1972,Sapporo,Skating,Speed skating,USA,3000m,W,Silver
5406,1972,Sapporo,Skating,Speed skating,USA,500m,W,Gold
5407,1972,Sapporo,Skiing,Alpine Skiing,USA,downhill,W,Bronze
5408,1972,Sapporo,Skiing,Alpine Skiing,USA,slalom,W,Gold
5409,1976,Innsbruck,Luge,Luge,AUT,doubles,X,Bronze
5410,1976,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,M,Gold
5411,1976,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Silver
5412,1976,Innsbruck,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Gold
5413,1976,Innsbruck,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver
5414,1976,Innsbruck,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze
5415,1976,Innsbruck,Skating,Figure skating,CAN,individual,M,Bronze
5416,1976,Innsbruck,Skating,Speed skating,CAN,500m,W,Silver
5417,1976,Innsbruck,Skiing,Alpine Skiing,CAN,giant slalom,W,Gold
5418,1976,Innsbruck,Biathlon,Biathlon,FIN,20km,M,Silver
5419,1976,Innsbruck,Biathlon,Biathlon,FIN,4x7.5km relay,M,Silver
5420,1976,Innsbruck,Skiing,Cross Country S,FIN,10km,W,Silver
5421,1976,Innsbruck,Skiing,Cross Country S,FIN,15km,M,Bronze
5422,1976,Innsbruck,Skiing,Cross Country S,FIN,4x10km relay,M,Gold
5423,1976,Innsbruck,Skiing,Cross Country S,FIN,4x5km relay,W,Silver
5424,1976,Innsbruck,Skiing,Cross Country S,FIN,5km,W,Gold
5425,1976,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,W,Bronze
5426,1976,Innsbruck,Bobsleigh,Bobsleigh,FRG,four-man,M,Bronze
5427,1976,Innsbruck,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver
5428,1976,Innsbruck,Ice Hockey,Ice Hockey,FRG,ice hockey,M,Bronze
5429,1976,Innsbruck,Luge,Luge,FRG,doubles,X,Silver
5430,1976,Innsbruck,Luge,Luge,FRG,singles,M,Silver
5431,1976,Innsbruck,Luge,Luge,FRG,singles,W,Bronze
5432,1976,Innsbruck,Skiing,Alpine Skiing,FRG,downhill,W,Gold
5433,1976,Innsbruck,Skiing,Alpine Skiing,FRG,giant slalom,W,Silver
5434,1976,Innsbruck,Skiing,Alpine Skiing,FRG,slalom,W,Gold
5435,1976,Innsbruck,Skiing,Nordic Combined,FRG,individual,M,Silver
5436,1976,Innsbruck,Skating,Figure skating,GBR,individual,M,Gold
5437,1976,Innsbruck,Biathlon,Biathlon,GDR,4x7.5km relay,M,Bronze
5438,1976,Innsbruck,Bobsleigh,Bobsleigh,GDR,four-man,M,Gold
5439,1976,Innsbruck,Bobsleigh,Bobsleigh,GDR,two-man,M,Gold
5440,1976,Innsbruck,Luge,Luge,GDR,doubles,X,Gold
5441,1976,Innsbruck,Luge,Luge,GDR,singles,M,Bronze
5442,1976,Innsbruck,Luge,Luge,GDR,singles,M,Gold
5443,1976,Innsbruck,Luge,Luge,GDR,singles,W,Gold
5444,1976,Innsbruck,Luge,Luge,GDR,singles,W,Silver
5445,1976,Innsbruck,Skating,Figure skating,GDR,individual,W,Bronze
5446,1976,Innsbruck,Skating,Figure skating,GDR,pairs,X,Bronze
5447,1976,Innsbruck,Skating,Figure skating,GDR,pairs,X,Silver
5448,1976,Innsbruck,Skating,Speed skating,GDR,3000m,W,Silver
5449,1976,Innsbruck,Skiing,Cross Country S,GDR,4x5km relay,W,Bronze
5450,1976,Innsbruck,Skiing,Cross Country S,GDR,50km,M,Silver
5451,1976,Innsbruck,Skiing,Nordic Combined,GDR,individual,M,Bronze
5452,1976,Innsbruck,Skiing,Nordic Combined,GDR,individual,M,Gold
5453,1976,Innsbruck,Skiing,Ski Jumping,GDR,K120 individual (90m),M,Bronze
5454,1976,Innsbruck,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Gold
5455,1976,Innsbruck,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Silver
5456,1976,Innsbruck,Skiing,Alpine Skiing,ITA,downhill,M,Bronze
5457,1976,Innsbruck,Skiing,Alpine Skiing,ITA,slalom,M,Gold
5458,1976,Innsbruck,Skiing,Alpine Skiing,ITA,slalom,M,Silver
5459,1976,Innsbruck,Skiing,Alpine Skiing,ITA,slalom,W,Silver
5460,1976,Innsbruck,Skiing,Alpine Skiing,LIE,slalom,M,Bronze
5461,1976,Innsbruck,Skiing,Alpine Skiing,LIE,slalom,W,Bronze
5462,1976,Innsbruck,Skating,Figure skating,NED,individual,W,Silver
5463,1976,Innsbruck,Skating,Speed skating,NED,10000m,M,Bronze
5464,1976,Innsbruck,Skating,Speed skating,NED,10000m,M,Gold
5465,1976,Innsbruck,Skating,Speed skating,NED,1500m,M,Bronze
5466,1976,Innsbruck,Skating,Speed skating,NED,5000m,M,Bronze
5467,1976,Innsbruck,Skating,Speed skating,NED,5000m,M,Silver
5468,1976,Innsbruck,Skating,Speed skating,NOR,10000m,M,Silver
5469,1976,Innsbruck,Skating,Speed skating,NOR,1000m,M,Silver
5470,1976,Innsbruck,Skating,Speed skating,NOR,1500m,M,Gold
5471,1976,Innsbruck,Skating,Speed skating,NOR,3000m,W,Bronze
5472,1976,Innsbruck,Skating,Speed skating,NOR,5000m,M,Gold
5473,1976,Innsbruck,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
5474,1976,Innsbruck,Skiing,Cross Country S,NOR,50km,M,Gold
5475,1976,Innsbruck,Bobsleigh,Bobsleigh,SUI,four-man,M,Silver
5476,1976,Innsbruck,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze
5477,1976,Innsbruck,Skiing,Alpine Skiing,SUI,downhill,M,Silver
5478,1976,Innsbruck,Skiing,Alpine Skiing,SUI,giant slalom,M,Gold
5479,1976,Innsbruck,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
5480,1976,Innsbruck,Skiing,Alpine Skiing,SWE,giant slalom,M,Bronze
5481,1976,Innsbruck,Skiing,Cross Country S,SWE,50km,M,Bronze
5482,1976,Innsbruck,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver
5483,1976,Innsbruck,Biathlon,Biathlon,URS,20km,M,Bronze
5484,1976,Innsbruck,Biathlon,Biathlon,URS,20km,M,Gold
5485,1976,Innsbruck,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
5486,1976,Innsbruck,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
5487,1976,Innsbruck,Skating,Figure skating,URS,ice dancing,X,Gold
5488,1976,Innsbruck,Skating,Figure skating,URS,ice dancing,X,Silver
5489,1976,Innsbruck,Skating,Figure skating,URS,individual,M,Silver
5490,1976,Innsbruck,Skating,Figure skating,URS,pairs,X,Gold
5491,1976,Innsbruck,Skating,Speed skating,URS,1000m,M,Bronze
5492,1976,Innsbruck,Skating,Speed skating,URS,1000m,W,Gold
5493,1976,Innsbruck,Skating,Speed skating,URS,1500m,M,Silver
5494,1976,Innsbruck,Skating,Speed skating,URS,1500m,W,Bronze
5495,1976,Innsbruck,Skating,Speed skating,URS,1500m,W,Gold
5496,1976,Innsbruck,Skating,Speed skating,URS,3000m,W,Gold
5497,1976,Innsbruck,Skating,Speed skating,URS,500m,M,Gold
5498,1976,Innsbruck,Skating,Speed skating,URS,500m,M,Silver
5499,1976,Innsbruck,Skating,Speed skating,URS,500m,W,Bronze
5500,1976,Innsbruck,Skiing,Cross Country S,URS,10km,W,Bronze
5501,1976,Innsbruck,Skiing,Cross Country S,URS,10km,W,Gold
5502,1976,Innsbruck,Skiing,Cross Country S,URS,15km,M,Gold
5503,1976,Innsbruck,Skiing,Cross Country S,URS,15km,M,Silver
5504,1976,Innsbruck,Skiing,Cross Country S,URS,30km mass start,M,Bronze
5505,1976,Innsbruck,Skiing,Cross Country S,URS,30km mass start,M,Gold
5506,1976,Innsbruck,Skiing,Cross Country S,URS,4x10km relay,M,Bronze
5507,1976,Innsbruck,Skiing,Cross Country S,URS,4x5km relay,W,Gold
5508,1976,Innsbruck,Skiing,Cross Country S,URS,5km,W,Bronze
5509,1976,Innsbruck,Skiing,Cross Country S,URS,5km,W,Silver
5510,1976,Innsbruck,Skating,Figure skating,USA,ice dancing,X,Bronze
5511,1976,Innsbruck,Skating,Figure skating,USA,individual,W,Gold
5512,1976,Innsbruck,Skating,Speed skating,USA,1000m,M,Gold
5513,1976,Innsbruck,Skating,Speed skating,USA,1000m,W,Bronze
5514,1976,Innsbruck,Skating,Speed skating,USA,1000m,W,Silver
5515,1976,Innsbruck,Skating,Speed skating,USA,1500m,W,Silver
5516,1976,Innsbruck,Skating,Speed skating,USA,500m,M,Bronze
5517,1976,Innsbruck,Skating,Speed skating,USA,500m,W,Gold
5518,1976,Innsbruck,Skiing,Alpine Skiing,USA,downhill,W,Bronze
5519,1976,Innsbruck,Skiing,Cross Country S,USA,30km mass start,M,Silver
5520,1980,Lake Placid,Luge,Luge,AUT,doubles,X,Bronze
5521,1980,Lake Placid,Skiing,Alpine Skiing,AUT,downhill,M,Gold
5522,1980,Lake Placid,Skiing,Alpine Skiing,AUT,downhill,M,Silver
5523,1980,Lake Placid,Skiing,Alpine Skiing,AUT,downhill,W,Gold
5524,1980,Lake Placid,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
5525,1980,Lake Placid,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver
5526,1980,Lake Placid,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Gold
5527,1980,Lake Placid,Skiing,Cross Country S,BUL,30km mass start,M,Bronze
5528,1980,Lake Placid,Skating,Speed skating,CAN,1000m,M,Silver
5529,1980,Lake Placid,Skiing,Alpine Skiing,CAN,downhill,M,Bronze
5530,1980,Lake Placid,Skiing,Cross Country S,FIN,10km,W,Bronze
5531,1980,Lake Placid,Skiing,Cross Country S,FIN,10km,W,Silver
5532,1980,Lake Placid,Skiing,Cross Country S,FIN,15km,M,Silver
5533,1980,Lake Placid,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze
5534,1980,Lake Placid,Skiing,Cross Country S,FIN,50km,M,Silver
5535,1980,Lake Placid,Skiing,Cross Country S,FIN,5km,W,Silver
5536,1980,Lake Placid,Skiing,Nordic Combined,FIN,individual,M,Silver
5537,1980,Lake Placid,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Bronze
5538,1980,Lake Placid,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Gold
5539,1980,Lake Placid,Skiing,Alpine Skiing,FRA,giant slalom,W,Bronze
5540,1980,Lake Placid,Biathlon,Biathlon,FRG,4x7.5km relay,M,Bronze
5541,1980,Lake Placid,Luge,Luge,FRG,singles,M,Bronze
5542,1980,Lake Placid,Skating,Figure skating,FRG,individual,W,Bronze
5543,1980,Lake Placid,Skiing,Alpine Skiing,FRG,giant slalom,W,Silver
5544,1980,Lake Placid,Skiing,Alpine Skiing,FRG,slalom,W,Silver
5545,1980,Lake Placid,Skating,Figure skating,GBR,individual,M,Gold
5546,1980,Lake Placid,Biathlon,Biathlon,GDR,10km,M,Gold
5547,1980,Lake Placid,Biathlon,Biathlon,GDR,20km,M,Bronze
5548,1980,Lake Placid,Biathlon,Biathlon,GDR,20km,M,Silver
5549,1980,Lake Placid,Biathlon,Biathlon,GDR,4x7.5km relay,M,Silver
5550,1980,Lake Placid,Bobsleigh,Bobsleigh,GDR,four-man,M,Bronze
5551,1980,Lake Placid,Bobsleigh,Bobsleigh,GDR,four-man,M,Gold
5552,1980,Lake Placid,Bobsleigh,Bobsleigh,GDR,two-man,M,Bronze
5553,1980,Lake Placid,Bobsleigh,Bobsleigh,GDR,two-man,M,Silver
5554,1980,Lake Placid,Luge,Luge,GDR,doubles,X,Gold
5555,1980,Lake Placid,Luge,Luge,GDR,singles,M,Gold
5556,1980,Lake Placid,Luge,Luge,GDR,singles,W,Silver
5557,1980,Lake Placid,Skating,Figure skating,GDR,individual,M,Silver
5558,1980,Lake Placid,Skating,Figure skating,GDR,individual,W,Gold
5559,1980,Lake Placid,Skating,Figure skating,GDR,pairs,X,Bronze
5560,1980,Lake Placid,Skating,Speed skating,GDR,1000m,W,Bronze
5561,1980,Lake Placid,Skating,Speed skating,GDR,1500m,W,Bronze
5562,1980,Lake Placid,Skating,Speed skating,GDR,3000m,W,Silver
5563,1980,Lake Placid,Skating,Speed skating,GDR,500m,W,Gold
5564,1980,Lake Placid,Skiing,Cross Country S,GDR,10km,W,Gold
5565,1980,Lake Placid,Skiing,Cross Country S,GDR,4x5km relay,W,Gold
5566,1980,Lake Placid,Skiing,Nordic Combined,GDR,individual,M,Bronze
5567,1980,Lake Placid,Skiing,Nordic Combined,GDR,individual,M,Gold
5568,1980,Lake Placid,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Silver
5569,1980,Lake Placid,Skating,Figure skating,HUN,ice dancing,X,Silver
5570,1980,Lake Placid,Luge,Luge,ITA,doubles,X,Silver
5571,1980,Lake Placid,Luge,Luge,ITA,singles,M,Silver
5572,1980,Lake Placid,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Silver
5573,1980,Lake Placid,Skiing,Alpine Skiing,LIE,downhill,W,Silver
5574,1980,Lake Placid,Skiing,Alpine Skiing,LIE,giant slalom,M,Silver
5575,1980,Lake Placid,Skiing,Alpine Skiing,LIE,giant slalom,W,Gold
5576,1980,Lake Placid,Skiing,Alpine Skiing,LIE,slalom,W,Gold
5577,1980,Lake Placid,Skating,Speed skating,NED,10000m,M,Silver
5578,1980,Lake Placid,Skating,Speed skating,NED,1500m,W,Gold
5579,1980,Lake Placid,Skating,Speed skating,NED,1500m,W,Silver
5580,1980,Lake Placid,Skating,Speed skating,NED,500m,M,Bronze
5581,1980,Lake Placid,Skating,Speed skating,NOR,10000m,M,Bronze
5582,1980,Lake Placid,Skating,Speed skating,NOR,1000m,M,Bronze
5583,1980,Lake Placid,Skating,Speed skating,NOR,1500m,M,Bronze
5584,1980,Lake Placid,Skating,Speed skating,NOR,1500m,M,Silver
5585,1980,Lake Placid,Skating,Speed skating,NOR,3000m,W,Gold
5586,1980,Lake Placid,Skating,Speed skating,NOR,5000m,M,Bronze
5587,1980,Lake Placid,Skating,Speed skating,NOR,5000m,M,Silver
5588,1980,Lake Placid,Skiing,Cross Country S,NOR,15km,M,Bronze
5589,1980,Lake Placid,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
