,Year,City,Sport,Discipline,NOC,Event,Event gender,Medal
1822,1998,Nagano,Skiing,Freestyle Ski.,USA,moguls,M,Gold
1823,1998,Nagano,Skiing,Snowboard,USA,Half-pipe,M,Bronze
1824,1998,Nagano,Skiing,Snowboard,USA,Half-pipe,W,Bronze
1825,2002,Salt Lake City,Skating,Short Track S.,AUS,1000m,M,Gold
1826,2002,Salt Lake City,Skiing,Freestyle Ski.,AUS,aerials,W,Gold
1827,2002,Salt Lake City,Biathlon,Biathlon,AUT,10km,M,Bronze
1828,2002,Salt Lake City,Bobsleigh,Skeleton,AUT,individual,M,Silver
1829,2002,Salt Lake City,Luge,Luge,AUT,singles,M,Bronze
1830,2002,Salt Lake City,Skiing,Alpine Skiing,AUT,alpine combined,M,Bronze
1831,2002,Salt Lake City,Skiing,Alpine Skiing,AUT,alpine combined,W,Silver
1832,2002,Salt Lake City,Skiing,Alpine Skiing,AUT,downhill,M,Bronze
1833,2002,Salt Lake City,Skiing,Alpine Skiing,AUT,downhill,M,Gold
1834,2002,Salt Lake City,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
1835,2002,Salt Lake City,Skiing,Alpine Skiing,AUT,giant slalom,M,Gold
1836,2002,Salt Lake City,Skiing,Alpine Skiing,AUT,slalom,M,Bronze
1837,2002,Salt Lake City,Skiing,Alpine Skiing,AUT,super-G,M,Bronze
1838,2002,Salt Lake City,Skiing,Alpine Skiing,AUT,super-G,M,Silver
1839,2002,Salt Lake City,Skiing,Cross Country S,AUT,30km mass start,M,Gold
1840,2002,Salt Lake City,Skiing,Cross Country S,AUT,30km mass start,M,Silver
1841,2002,Salt Lake City,Skiing,Nordic Combined,AUT,individual,M,Bronze
1842,2002,Salt Lake City,Skiing,Nordic Combined,AUT,sprint,M,Bronze
1843,2002,Salt Lake City,Skiing,Nordic Combined,AUT,Team,M,Bronze
1844,2002,Salt Lake City,Skiing,Freestyle Ski.,BLR,aerials,M,Bronze
1845,2002,Salt Lake City,Biathlon,Biathlon,BUL,10km pursuit,W,Bronze
1846,2002,Salt Lake City,Skating,Short Track S.,BUL,1500m,W,Bronze
1847,2002,Salt Lake City,Skating,Short Track S.,BUL,500m,W,Silver
1848,2002,Salt Lake City,Curling,Curling,CAN,curling,M,Silver
1849,2002,Salt Lake City,Curling,Curling,CAN,curling,W,Bronze
1850,2002,Salt Lake City,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Gold
1851,2002,Salt Lake City,Ice Hockey,Ice Hockey,CAN,ice hockey,W,Gold
1852,2002,Salt Lake City,Skating,Figure skating,CAN,pairs,X,Gold
1853,2002,Salt Lake City,Skating,Short Track S.,CAN,1000m,M,Bronze
1854,2002,Salt Lake City,Skating,Short Track S.,CAN,1500m,M,Bronze
1855,2002,Salt Lake City,Skating,Short Track S.,CAN,3000m relay,W,Bronze
1856,2002,Salt Lake City,Skating,Short Track S.,CAN,5000m relay,M,Gold
1857,2002,Salt Lake City,Skating,Short Track S.,CAN,500m,M,Gold
1858,2002,Salt Lake City,Skating,Short Track S.,CAN,500m,M,Silver
1859,2002,Salt Lake City,Skating,Speed skating,CAN,3000m,W,Bronze
1860,2002,Salt Lake City,Skating,Speed skating,CAN,5000m,W,Bronze
1861,2002,Salt Lake City,Skating,Speed skating,CAN,500m,W,Gold
1862,2002,Salt Lake City,Skiing,Cross Country S,CAN,5km pursuit,W,Gold
1863,2002,Salt Lake City,Skiing,Freestyle Ski.,CAN,aerials,W,Bronze
1864,2002,Salt Lake City,Skiing,Freestyle Ski.,CAN,aerials,W,Silver
1865,2002,Salt Lake City,Skating,Figure skating,CHN,pairs,X,Bronze
1866,2002,Salt Lake City,Skating,Short Track S.,CHN,1000m,W,Bronze
1867,2002,Salt Lake City,Skating,Short Track S.,CHN,1000m,W,Gold
1868,2002,Salt Lake City,Skating,Short Track S.,CHN,1500m,M,Silver
1869,2002,Salt Lake City,Skating,Short Track S.,CHN,3000m relay,W,Silver
1870,2002,Salt Lake City,Skating,Short Track S.,CHN,5000m relay,M,Bronze
1871,2002,Salt Lake City,Skating,Short Track S.,CHN,500m,W,Bronze
1872,2002,Salt Lake City,Skating,Short Track S.,CHN,500m,W,Gold
1873,2002,Salt Lake City,Skiing,Alpine Skiing,CRO,alpine combined,W,Gold
1874,2002,Salt Lake City,Skiing,Alpine Skiing,CRO,giant slalom,W,Gold
1875,2002,Salt Lake City,Skiing,Alpine Skiing,CRO,slalom,W,Gold
1876,2002,Salt Lake City,Skiing,Alpine Skiing,CRO,super-G,W,Silver
1877,2002,Salt Lake City,Skiing,Cross Country S,CZE,15km mass start,W,Silver
1878,2002,Salt Lake City,Skiing,Cross Country S,CZE,5km pursuit,W,Silver
1879,2002,Salt Lake City,Skiing,Freestyle Ski.,CZE,aerials,M,Gold
1880,2002,Salt Lake City,Skiing,Cross Country S,EST,15km,M,Bronze
1881,2002,Salt Lake City,Skiing,Cross Country S,EST,15km,M,Gold
1882,2002,Salt Lake City,Skiing,Cross Country S,EST,50km,M,Silver
1883,2002,Salt Lake City,Skiing,Freestyle Ski.,FIN,moguls,M,Gold
1884,2002,Salt Lake City,Skiing,Nordic Combined,FIN,individual,M,Gold
1885,2002,Salt Lake City,Skiing,Nordic Combined,FIN,individual,M,Silver
1886,2002,Salt Lake City,Skiing,Nordic Combined,FIN,sprint,M,Gold
1887,2002,Salt Lake City,Skiing,Nordic Combined,FIN,Team,M,Gold
1888,2002,Salt Lake City,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Bronze
1889,2002,Salt Lake City,Skiing,Ski Jumping,FIN,K120 team (90m),M,Silver
1890,2002,Salt Lake City,Biathlon,Biathlon,FRA,12.5km pursuit,M,Silver
1891,2002,Salt Lake City,Biathlon,Biathlon,FRA,4x7.5km relay,M,Bronze
1892,2002,Salt Lake City,Skating,Figure skating,FRA,ice dancing,X,Gold
1893,2002,Salt Lake City,Skiing,Alpine Skiing,FRA,downhill,W,Gold
1894,2002,Salt Lake City,Skiing,Alpine Skiing,FRA,slalom,M,Gold
1895,2002,Salt Lake City,Skiing,Alpine Skiing,FRA,slalom,M,Silver
1896,2002,Salt Lake City,Skiing,Alpine Skiing,FRA,slalom,W,Silver
1897,2002,Salt Lake City,Skiing,Freestyle Ski.,FRA,moguls,M,Bronze
1898,2002,Salt Lake City,Skiing,Snowboard,FRA,Giant parallel slalom,W,Gold
1899,2002,Salt Lake City,Skiing,Snowboard,FRA,Giant parallel slalom,W,Silver
1900,2002,Salt Lake City,Skiing,Snowboard,FRA,Half-pipe,W,Silver
1901,2002,Salt Lake City,Bobsleigh,Skeleton,GBR,individual,W,Bronze
1902,2002,Salt Lake City,Curling,Curling,GBR,curling,W,Gold
1903,2002,Salt Lake City,Biathlon,Biathlon,GER,10km,M,Silver
1904,2002,Salt Lake City,Biathlon,Biathlon,GER,10km pursuit,W,Silver
1905,2002,Salt Lake City,Biathlon,Biathlon,GER,12.5km pursuit,M,Bronze
1906,2002,Salt Lake City,Biathlon,Biathlon,GER,15km,W,Gold
1907,2002,Salt Lake City,Biathlon,Biathlon,GER,20km,M,Silver
1908,2002,Salt Lake City,Biathlon,Biathlon,GER,4x7.5km relay,M,Silver
1909,2002,Salt Lake City,Biathlon,Biathlon,GER,4x7.5km relay,W,Gold
1910,2002,Salt Lake City,Biathlon,Biathlon,GER,7.5km,W,Gold
1911,2002,Salt Lake City,Biathlon,Biathlon,GER,7.5km,W,Silver
1912,2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,four-man,M,Gold
1913,2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,two-man,M,Gold
1914,2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,two-man,W,Bronze
1915,2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,two-man,W,Silver
1916,2002,Salt Lake City,Luge,Luge,GER,doubles,X,Gold
1917,2002,Salt Lake City,Luge,Luge,GER,singles,M,Silver
1918,2002,Salt Lake City,Luge,Luge,GER,singles,W,Bronze
1919,2002,Salt Lake City,Luge,Luge,GER,singles,W,Gold
1920,2002,Salt Lake City,Luge,Luge,GER,singles,W,Silver
1921,2002,Salt Lake City,Skating,Speed skating,GER,1000m,W,Silver
1922,2002,Salt Lake City,Skating,Speed skating,GER,1500m,W,Gold
1923,2002,Salt Lake City,Skating,Speed skating,GER,1500m,W,Silver
1924,2002,Salt Lake City,Skating,Speed skating,GER,3000m,W,Gold
1925,2002,Salt Lake City,Skating,Speed skating,GER,5000m,M,Bronze
1926,2002,Salt Lake City,Skating,Speed skating,GER,5000m,W,Gold
1927,2002,Salt Lake City,Skating,Speed skating,GER,500m,W,Bronze
1928,2002,Salt Lake City,Skating,Speed skating,GER,500m,W,Silver
1929,2002,Salt Lake City,Skiing,Alpine Skiing,GER,alpine combined,W,Bronze
1930,2002,Salt Lake City,Skiing,Cross Country S,GER,4x10km relay,M,Bronze
1931,2002,Salt Lake City,Skiing,Cross Country S,GER,4x5km relay,W,Gold
1932,2002,Salt Lake City,Skiing,Cross Country S,GER,5km pursuit,W,Bronze
1933,2002,Salt Lake City,Skiing,Cross Country S,GER,Sprint 1.5km,M,Silver
1934,2002,Salt Lake City,Skiing,Cross Country S,GER,Sprint 1.5km,W,Silver
1935,2002,Salt Lake City,Skiing,Nordic Combined,GER,sprint,M,Silver
1936,2002,Salt Lake City,Skiing,Nordic Combined,GER,Team,M,Silver
1937,2002,Salt Lake City,Skiing,Ski Jumping,GER,K120 team (90m),M,Gold
1938,2002,Salt Lake City,Skiing,Ski Jumping,GER,K90 individual (70m),M,Silver
1939,2002,Salt Lake City,Luge,Luge,ITA,singles,M,Gold
1940,2002,Salt Lake City,Skating,Figure skating,ITA,ice dancing,X,Bronze
1941,2002,Salt Lake City,Skating,Short Track S.,ITA,5000m relay,M,Silver
1942,2002,Salt Lake City,Skiing,Alpine Skiing,ITA,downhill,W,Silver
1943,2002,Salt Lake City,Skiing,Alpine Skiing,ITA,super-G,W,Bronze
1944,2002,Salt Lake City,Skiing,Alpine Skiing,ITA,super-G,W,Gold
1945,2002,Salt Lake City,Skiing,Cross Country S,ITA,10km,W,Bronze
1946,2002,Salt Lake City,Skiing,Cross Country S,ITA,15km mass start,W,Gold
1947,2002,Salt Lake City,Skiing,Cross Country S,ITA,30km,W,Gold
1948,2002,Salt Lake City,Skiing,Cross Country S,ITA,30km,W,Silver
1949,2002,Salt Lake City,Skiing,Cross Country S,ITA,4x10km relay,M,Silver
1950,2002,Salt Lake City,Skiing,Cross Country S,ITA,Sprint 1.5km,M,Bronze
1951,2002,Salt Lake City,Skiing,Snowboard,ITA,Giant parallel slalom,W,Bronze
1952,2002,Salt Lake City,Skating,Speed skating,JPN,500m,M,Silver
1953,2002,Salt Lake City,Skiing,Freestyle Ski.,JPN,moguls,W,Bronze
1954,2002,Salt Lake City,Skating,Short Track S.,KOR,1000m,W,Silver
1955,2002,Salt Lake City,Skating,Short Track S.,KOR,1500m,W,Gold
1956,2002,Salt Lake City,Skating,Short Track S.,KOR,1500m,W,Silver
1957,2002,Salt Lake City,Skating,Short Track S.,KOR,3000m relay,W,Gold
1958,2002,Salt Lake City,Skating,Speed skating,NED,10000m,M,Gold
1959,2002,Salt Lake City,Skating,Speed skating,NED,10000m,M,Silver
1960,2002,Salt Lake City,Skating,Speed skating,NED,1000m,M,Gold
1961,2002,Salt Lake City,Skating,Speed skating,NED,1000m,M,Silver
1962,2002,Salt Lake City,Skating,Speed skating,NED,1500m,M,Silver
1963,2002,Salt Lake City,Skating,Speed skating,NED,3000m,W,Silver
1964,2002,Salt Lake City,Skating,Speed skating,NED,5000m,M,Gold
1965,2002,Salt Lake City,Skating,Speed skating,NED,5000m,W,Silver
1966,2002,Salt Lake City,Biathlon,Biathlon,NOR,10km,M,Gold
1967,2002,Salt Lake City,Biathlon,Biathlon,NOR,12.5km pursuit,M,Gold
1968,2002,Salt Lake City,Biathlon,Biathlon,NOR,15km,W,Silver
1969,2002,Salt Lake City,Biathlon,Biathlon,NOR,20km,M,Gold
1970,2002,Salt Lake City,Biathlon,Biathlon,NOR,4x7.5km relay,M,Gold
1971,2002,Salt Lake City,Biathlon,Biathlon,NOR,4x7.5km relay,W,Silver
1972,2002,Salt Lake City,Curling,Curling,NOR,curling,M,Gold
1973,2002,Salt Lake City,Skating,Speed skating,NOR,10000m,M,Bronze
1974,2002,Salt Lake City,Skating,Speed skating,NOR,1500m,M,Bronze
1975,2002,Salt Lake City,Skiing,Alpine Skiing,NOR,alpine combined,M,Gold
1976,2002,Salt Lake City,Skiing,Alpine Skiing,NOR,downhill,M,Silver
1977,2002,Salt Lake City,Skiing,Alpine Skiing,NOR,giant slalom,M,Bronze
1978,2002,Salt Lake City,Skiing,Alpine Skiing,NOR,super-G,M,Gold
1979,2002,Salt Lake City,Skiing,Cross Country S,NOR,10km,W,Gold
1980,2002,Salt Lake City,Skiing,Cross Country S,NOR,10km pursuit,M,Gold
1981,2002,Salt Lake City,Skiing,Cross Country S,NOR,10km pursuit,M,Gold
1982,2002,Salt Lake City,Skiing,Cross Country S,NOR,15km,M,Silver
1983,2002,Salt Lake City,Skiing,Cross Country S,NOR,30km,W,Bronze
1984,2002,Salt Lake City,Skiing,Cross Country S,NOR,30km mass start,M,Bronze
1985,2002,Salt Lake City,Skiing,Cross Country S,NOR,4x10km relay,M,Gold
1986,2002,Salt Lake City,Skiing,Cross Country S,NOR,4x5km relay,W,Silver
1987,2002,Salt Lake City,Skiing,Cross Country S,NOR,50km,M,Bronze
1988,2002,Salt Lake City,Skiing,Cross Country S,NOR,Sprint 1.5km,M,Gold
1989,2002,Salt Lake City,Skiing,Cross Country S,NOR,Sprint 1.5km,W,Bronze
1990,2002,Salt Lake City,Skiing,Freestyle Ski.,NOR,moguls,W,Gold
1991,2002,Salt Lake City,Skiing,Ski Jumping,POL,K120 individual (90m),M,Silver
1992,2002,Salt Lake City,Skiing,Ski Jumping,POL,K90 individual (70m),M,Bronze
1993,2002,Salt Lake City,Biathlon,Biathlon,RUS,10km pursuit,W,Gold
1994,2002,Salt Lake City,Biathlon,Biathlon,RUS,20km,M,Bronze
1995,2002,Salt Lake City,Biathlon,Biathlon,RUS,4x7.5km relay,W,Bronze
1996,2002,Salt Lake City,Ice Hockey,Ice Hockey,RUS,ice hockey,M,Bronze
1997,2002,Salt Lake City,Skating,Figure skating,RUS,ice dancing,X,Silver
1998,2002,Salt Lake City,Skating,Figure skating,RUS,individual,M,Gold
1999,2002,Salt Lake City,Skating,Figure skating,RUS,individual,M,Silver
2000,2002,Salt Lake City,Skating,Figure skating,RUS,individual,W,Silver
2001,2002,Salt Lake City,Skating,Figure skating,RUS,pairs,X,Gold
2002,2002,Salt Lake City,Skiing,Cross Country S,RUS,10km,W,Silver
2003,2002,Salt Lake City,Skiing,Cross Country S,RUS,15km mass start,W,Bronze
2004,2002,Salt Lake City,Skiing,Cross Country S,RUS,50km,M,Gold
2005,2002,Salt Lake City,Skiing,Cross Country S,RUS,sprint 1.5km,W,Gold
2006,2002,Salt Lake City,Skiing,Ski Jumping,SLO,K120 team (90m),M,Bronze
2007,2002,Salt Lake City,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze
2008,2002,Salt Lake City,Bobsleigh,Bobsleigh,SUI,two-man,M,Silver
2009,2002,Salt Lake City,Bobsleigh,Skeleton,SUI,individual,M,Bronze
2010,2002,Salt Lake City,Curling,Curling,SUI,curling,M,Bronze
2011,2002,Salt Lake City,Curling,Curling,SUI,curling,W,Silver
2012,2002,Salt Lake City,Skiing,Alpine Skiing,SUI,giant slalom,W,Bronze
2013,2002,Salt Lake City,Skiing,Cross Country S,SUI,4x5km relay,W,Bronze
2014,2002,Salt Lake City,Skiing,Ski Jumping,SUI,K120 individual (90m),M,Gold
2015,2002,Salt Lake City,Skiing,Ski Jumping,SUI,K90 individual (70m),M,Gold
2016,2002,Salt Lake City,Skiing,Snowboard,SUI,Giant parallel slalom,M,Gold
2017,2002,Salt Lake City,Skiing,Snowboard,SUI,Half-pipe,W,Bronze
2018,2002,Salt Lake City,Biathlon,Biathlon,SWE,15km,W,Bronze
2019,2002,Salt Lake City,Biathlon,Biathlon,SWE,7.5km,W,Bronze
2020,2002,Salt Lake City,Ice Hockey,Ice Hockey,SWE,ice hockey,W,Bronze
2021,2002,Salt Lake City,Skiing,Alpine Skiing,SWE,giant slalom,W,Silver
2022,2002,Salt Lake City,Skiing,Alpine Skiing,SWE,slalom,W,Bronze
2023,2002,Salt Lake City,Skiing,Cross Country S,SWE,10km pursuit,M,Bronze
2024,2002,Salt Lake City,Skiing,Snowboard,SWE,Giant parallel slalom,M,Silver
2025,2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,four-man,M,Bronze
2026,2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,four-man,M,Silver
2027,2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,two-man,W,Gold
2028,2002,Salt Lake City,Bobsleigh,Skeleton,USA,individual,M,Gold
2029,2002,Salt Lake City,Bobsleigh,Skeleton,USA,individual,W,Gold
2030,2002,Salt Lake City,Bobsleigh,Skeleton,USA,individual,W,Silver
2031,2002,Salt Lake City,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver
2032,2002,Salt Lake City,Ice Hockey,Ice Hockey,USA,ice hockey,W,Silver
2033,2002,Salt Lake City,Luge,Luge,USA,doubles,X,Bronze
2034,2002,Salt Lake City,Luge,Luge,USA,doubles,X,Silver
2035,2002,Salt Lake City,Skating,Figure skating,USA,individual,M,Bronze
2036,2002,Salt Lake City,Skating,Figure skating,USA,individual,W,Bronze
2037,2002,Salt Lake City,Skating,Figure skating,USA,individual,W,Gold
2038,2002,Salt Lake City,Skating,Short Track S.,USA,1000m,M,Silver
2039,2002,Salt Lake City,Skating,Short Track S.,USA,1500m,M,Gold
2040,2002,Salt Lake City,Skating,Short Track S.,USA,500m,M,Bronze
2041,2002,Salt Lake City,Skating,Speed skating,USA,1000m,M,Bronze
2042,2002,Salt Lake City,Skating,Speed skating,USA,1000m,W,Bronze
2043,2002,Salt Lake City,Skating,Speed skating,USA,1000m,W,Gold
2044,2002,Salt Lake City,Skating,Speed skating,USA,1500m,M,Gold
2045,2002,Salt Lake City,Skating,Speed skating,USA,1500m,W,Bronze
2046,2002,Salt Lake City,Skating,Speed skating,USA,5000m,M,Silver
2047,2002,Salt Lake City,Skating,Speed skating,USA,500m,M,Bronze
2048,2002,Salt Lake City,Skating,Speed skating,USA,500m,M,Gold
2049,2002,Salt Lake City,Skiing,Alpine Skiing,USA,alpine combined,M,Silver
2050,2002,Salt Lake City,Skiing,Alpine Skiing,USA,giant slalom,M,Silver
2051,2002,Salt Lake City,Skiing,Freestyle Ski.,USA,aerials,M,Silver
2052,2002,Salt Lake City,Skiing,Freestyle Ski.,USA,moguls,M,Silver
2053,2002,Salt Lake City,Skiing,Freestyle Ski.,USA,moguls,W,Silver
2054,2002,Salt Lake City,Skiing,Snowboard,USA,Giant parallel slalom,M,Bronze
2055,2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,M,Bronze
2056,2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,M,Gold
2057,2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,M,Silver
2058,2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,W,Gold
2059,2006,Turin,Skiing,Freestyle Ski.,AUS,aerials,W,Bronze
2060,2006,Turin,Skiing,Freestyle Ski.,AUS,moguls,M,Gold
2061,2006,Turin,Luge,Luge,AUT,doubles,X,Gold
2062,2006,Turin,Skiing,Alpine Skiing,AUT,Alpine combined,M,Bronze
2063,2006,Turin,Skiing,Alpine Skiing,AUT,Alpine combined,W,Silver
2064,2006,Turin,Skiing,Alpine Skiing,AUT,downhill,M,Silver
2065,2006,Turin,Skiing,Alpine Skiing,AUT,downhill,W,Gold
2066,2006,Turin,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
2067,2006,Turin,Skiing,Alpine Skiing,AUT,giant slalom,M,Gold
2068,2006,Turin,Skiing,Alpine Skiing,AUT,slalom,M,Bronze
2069,2006,Turin,Skiing,Alpine Skiing,AUT,slalom,M,Gold
2070,2006,Turin,Skiing,Alpine Skiing,AUT,slalom,M,Silver
2071,2006,Turin,Skiing,Alpine Skiing,AUT,slalom,W,Bronze
2072,2006,Turin,Skiing,Alpine Skiing,AUT,slalom,W,Silver
2073,2006,Turin,Skiing,Alpine Skiing,AUT,super-G,M,Silver
2074,2006,Turin,Skiing,Alpine Skiing,AUT,super-G,W,Bronze
2075,2006,Turin,Skiing,Alpine Skiing,AUT,super-G,W,Gold
2076,2006,Turin,Skiing,Cross Country S,AUT,50km,M,Bronze
2077,2006,Turin,Skiing,Nordic Combined,AUT,Individual,M,Silver
2078,2006,Turin,Skiing,Nordic Combined,AUT,Individual sprint,M,Gold
2079,2006,Turin,Skiing,Nordic Combined,AUT,Team,M,Gold
2080,2006,Turin,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Gold
2081,2006,Turin,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver
2082,2006,Turin,Skiing,Ski Jumping,AUT,K120 team (90m),M,Gold
2083,2006,Turin,Skiing,Snowboard,AUT,Giant parallel slalom,M,Bronze
2084,2006,Turin,Skiing,Freestyle Ski.,BLR,aerials,M,Silver
2085,2006,Turin,Skating,Short Track S.,BUL,500m,W,Silver
2086,2006,Turin,Bobsleigh,Bobsleigh,CAN,two-man,M,Silver
2087,2006,Turin,Bobsleigh,Skeleton,CAN,individual,M,Gold
2088,2006,Turin,Bobsleigh,Skeleton,CAN,individual,M,Silver
2089,2006,Turin,Bobsleigh,Skeleton,CAN,individual,W,Bronze
2090,2006,Turin,Curling,Curling,CAN,curling,M,Gold
2091,2006,Turin,Curling,Curling,CAN,curling,W,Bronze
2092,2006,Turin,Ice Hockey,Ice Hockey,CAN,ice hockey,W,Gold
2093,2006,Turin,Skating,Figure skating,CAN,individual,M,Bronze
2094,2006,Turin,Skating,Short Track S.,CAN,3000m relay,W,Silver
2095,2006,Turin,Skating,Short Track S.,CAN,5000m relay,M,Silver
2096,2006,Turin,Skating,Short Track S.,CAN,500m,M,Silver
2097,2006,Turin,Skating,Short Track S.,CAN,500m,W,Bronze
2098,2006,Turin,Skating,Speed skating,CAN,1000m,W,Silver
2099,2006,Turin,Skating,Speed skating,CAN,1500m,W,Gold
2100,2006,Turin,Skating,Speed skating,CAN,1500m,W,Silver
2101,2006,Turin,Skating,Speed skating,CAN,3000m,W,Bronze
2102,2006,Turin,Skating,Speed skating,CAN,5000m,W,Bronze
2103,2006,Turin,Skating,Speed skating,CAN,5000m,W,Gold
2104,2006,Turin,Skating,Speed skating,CAN,Team pursuit,M,Silver
2105,2006,Turin,Skating,Speed skating,CAN,Team pursuit,W,Silver
2106,2006,Turin,Skiing,Cross Country S,CAN,Sprint 1.5km,W,Gold
2107,2006,Turin,Skiing,Cross Country S,CAN,Team sprint,W,Silver
2108,2006,Turin,Skiing,Freestyle Ski.,CAN,moguls,W,Gold
2109,2006,Turin,Skiing,Snowboard,CAN,Snowboard Cross,W,Bronze
2110,2006,Turin,Skating,Figure skating,CHN,pairs,X,Bronze
2111,2006,Turin,Skating,Figure skating,CHN,pairs,X,Silver
2112,2006,Turin,Skating,Short Track S.,CHN,1000m,W,Bronze
2113,2006,Turin,Skating,Short Track S.,CHN,1000m,W,Silver
2114,2006,Turin,Skating,Short Track S.,CHN,1500m,M,Bronze
2115,2006,Turin,Skating,Short Track S.,CHN,1500m,W,Bronze
2116,2006,Turin,Skating,Short Track S.,CHN,500m,W,Gold
2117,2006,Turin,Skating,Speed skating,CHN,500m,W,Bronze
2118,2006,Turin,Skating,Speed skating,CHN,500m,W,Silver
2119,2006,Turin,Skiing,Freestyle Ski.,CHN,aerials,M,Gold
2120,2006,Turin,Skiing,Freestyle Ski.,CHN,aerials,W,Silver
2121,2006,Turin,Skiing,Alpine Skiing,CRO,Alpine combined,M,Silver
2122,2006,Turin,Skiing,Alpine Skiing,CRO,Alpine combined,W,Gold
2123,2006,Turin,Skiing,Alpine Skiing,CRO,super-G,W,Silver
2124,2006,Turin,Ice Hockey,Ice Hockey,CZE,ice hockey,M,Bronze
2125,2006,Turin,Skiing,Cross Country S,CZE,15km,M,Silver
2126,2006,Turin,Skiing,Cross Country S,CZE,30km,W,Gold
2127,2006,Turin,Skiing,Cross Country S,CZE,Combined 7.5 + 7.5km mass start,W,Silver
2128,2006,Turin,Skiing,Cross Country S,EST,10km,W,Gold
2129,2006,Turin,Skiing,Cross Country S,EST,15km,M,Gold
2130,2006,Turin,Skiing,Cross Country S,EST,Combined 7.5 + 7.5km mass start,W,Gold
2131,2006,Turin,Curling,Curling,FIN,curling,M,Silver
2132,2006,Turin,Ice Hockey,Ice Hockey,FIN,ice hockey,M,Silver
2133,2006,Turin,Skiing,Alpine Skiing,FIN,giant slalom,W,Silver
2134,2006,Turin,Skiing,Cross Country S,FIN,Team sprint,W,Bronze
2135,2006,Turin,Skiing,Freestyle Ski.,FIN,moguls,M,Silver
2136,2006,Turin,Skiing,Nordic Combined,FIN,Team,M,Bronze
2137,2006,Turin,Skiing,Ski Jumping,FIN,K120 team (90m),M,Silver
2138,2006,Turin,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver
2139,2006,Turin,Skiing,Snowboard,FIN,Half-pipe,M,Bronze
2140,2006,Turin,Biathlon,Biathlon,FRA,12.5km pursuit,M,Gold
2141,2006,Turin,Biathlon,Biathlon,FRA,4x6km relay,W,Bronze
2142,2006,Turin,Biathlon,Biathlon,FRA,4x7.5km relay,M,Bronze
2143,2006,Turin,Biathlon,Biathlon,FRA,7.5km,W,Gold
2144,2006,Turin,Skiing,Alpine Skiing,FRA,downhill,M,Gold
2145,2006,Turin,Skiing,Alpine Skiing,FRA,giant slalom,M,Silver
2146,2006,Turin,Skiing,Cross Country S,FRA,Sprint 1.5km,M,Silver
2147,2006,Turin,Skiing,Freestyle Ski.,FRA,moguls,W,Bronze
2148,2006,Turin,Skiing,Snowboard,FRA,Snowboard Cross,M,Bronze
2149,2006,Turin,Bobsleigh,Skeleton,GBR,individual,W,Silver
2150,2006,Turin,Biathlon,Biathlon,GER,10km,M,Gold
2151,2006,Turin,Biathlon,Biathlon,GER,10km pursuit,W,Gold
2152,2006,Turin,Biathlon,Biathlon,GER,10km pursuit,W,Silver
2153,2006,Turin,Biathlon,Biathlon,GER,12.5km mass start,W,Bronze
2154,2006,Turin,Biathlon,Biathlon,GER,12.5km mass start,W,Silver
2155,2006,Turin,Biathlon,Biathlon,GER,12.5km pursuit,M,Bronze
2156,2006,Turin,Biathlon,Biathlon,GER,15km,W,Silver
2157,2006,Turin,Biathlon,Biathlon,GER,15km mass start,M,Gold
2158,2006,Turin,Biathlon,Biathlon,GER,20km,M,Gold
2159,2006,Turin,Biathlon,Biathlon,GER,4x6km relay,W,Silver
2160,2006,Turin,Biathlon,Biathlon,GER,4x7.5km relay,M,Gold
2161,2006,Turin,Bobsleigh,Bobsleigh,GER,four-man,M,Gold
2162,2006,Turin,Bobsleigh,Bobsleigh,GER,two-man,M,Gold
2163,2006,Turin,Bobsleigh,Bobsleigh,GER,two-man,W,Gold
2164,2006,Turin,Luge,Luge,GER,doubles,X,Silver
2165,2006,Turin,Luge,Luge,GER,singles,W,Bronze
2166,2006,Turin,Luge,Luge,GER,singles,W,Gold
2167,2006,Turin,Luge,Luge,GER,singles,W,Silver
2168,2006,Turin,Skating,Speed skating,GER,1000m,W,Bronze
2169,2006,Turin,Skating,Speed skating,GER,5000m,W,Silver
2170,2006,Turin,Skating,Speed skating,GER,Team pursuit,W,Gold
2171,2006,Turin,Skiing,Cross Country S,GER,15km,M,Bronze
